"name","weg","age_of_death","smoothie"
"Kojot Wile E. 32448","Zucchini",68,"TRUE"
"Superman 48949","Bazylia tajska",96,"TRUE"
"Oliver Hardy 100343","Papryka czerwona",69,"TRUE"
"Cezary Pazura 94355","Korzeń taro",82,"FALSE"
"Darth Vader 138031","Cukinia",76,"TRUE"
"Wolverine 193309","Brukselka",106,"TRUE"
"Franklin Richards 176956","Czosnek",61,"TRUE"
"Mufasa 45744","Burak",86,"FALSE"
"Tom and Jerry 90024","Sól morska",57,"FALSE"
"Black Panther 122294","Imbir",98,"TRUE"
"Scarlet Witch 189733","Pietruszka",95,"TRUE"
"Bruce Lee 139155","Papryka",104,"FALSE"
"Goofy 105527","Kale",93,"FALSE"
"Nightcrawler 56772","Szparagi",73,"TRUE"
"Franklin Richards 148052","Groch cukrowy",70,"FALSE"
"Red Skull 111232","Kukurydza",41,"FALSE"
"Thanos 157546","Burak",62,"FALSE"
"Oliver Hardy 183858","Szpinak",64,"FALSE"
"Jean Grey 114412","Kiełki fasoli",82,"TRUE"
"Gamora 111834","Mâche",58,"FALSE"
"Indiana Jones 53799","Sól morska",94,"TRUE"
"Poseidon 97361","Korzeń taro",61,"FALSE"
"Gamora 179388","Koper",95,"TRUE"
"Patrick Star 161939","Por",66,"FALSE"
"Hulk 80511","Grzyb",50,"TRUE"
"Galactus 417","Papryka czerwona",89,"TRUE"
"Sven 7975","Papryka czerwona",82,"TRUE"
"Joker 180040","Sorrel",83,"TRUE"
"Hercules 39750","Chińska kapusta",86,"FALSE"
"Jafar 33727","Taro",80,"TRUE"
"The Vision 187189","Seler korzeniowy",71,"FALSE"
"Leia Organa 117878","Fasola gołębia",56,"TRUE"
"Barack Obama 1558","Chayote",63,"FALSE"
"Ursula 171420","Endywia",80,"FALSE"
"Shrek 193149","Rzodkiew daikon",80,"TRUE"
"Koziołek Matołek 119048","Kalarepa",87,"TRUE"
"C-3PO 130728","Pędy groszku",73,"FALSE"
"Thanos 171175","Tymianek",85,"FALSE"
"Franklin Richards 150365","Ziemniak",96,"FALSE"
"Rogue 77591","Kiełki fasoli",84,"FALSE"
"Dora the Explorer 89727","Trawa cytrynowa",96,"FALSE"
"Winnie the Pooh 195143","Cukier trzcinowy",93,"TRUE"
"Nick Fury 186182","Wodna cress",82,"FALSE"
"Baron Zemo 115595","Papryka żółta",93,"FALSE"
"Madonna 55284","Seler",89,"TRUE"
"Leia Organa 5982","Rzodkiew",98,"TRUE"
"Valeria Richards 12437","Fasola zwykła",61,"TRUE"
"Taskmaster 84922","Bataty",61,"FALSE"
"Han Solo 192256","Portulaka",78,"TRUE"
"Laa-Laa 80800","Fasolka szparagowa",76,"TRUE"
"Peter Pan 197615","Kalafior",66,"TRUE"
"Mr. Krabs 162770","Brokuł",88,"FALSE"
"Nick Fury 93397","Ziemniak",84,"TRUE"
"Thanos 40254","Kiełki fasoli",78,"TRUE"
"Falcon 29825","Pietruszka",75,"FALSE"
"Lara Croft 20199","Papryka",79,"FALSE"
"Okoye 162554","Cukinia",55,"FALSE"
"Xavier 89244","Jabłko",99,"FALSE"
"Doug Funnie 44405","Szparagi",101,"FALSE"
"Doug Funnie 63419","Fasola zwykła",70,"TRUE"
"Luke Skywalker 194425","Cress",60,"FALSE"
"Storm 183136","Małe marchewki",109,"FALSE"
"Walt Disney 124676","Kard",96,"FALSE"
"Doctor Doom 148053","Pasternak",69,"FALSE"
"Superman 77083","Pędy bambusa",62,"TRUE"
"Leia Organa 59062","Kolendra",70,"FALSE"
"Struś Pędziwiatr 105649","Jicama",56,"FALSE"
"Drax 100725","Rukiew wodna",98,"TRUE"
"Sabretooth 152228","Kapusta napa",75,"TRUE"
"Twjózek 62669","Imbir",56,"FALSE"
"Shrek 36133","Brokuł",80,"FALSE"
"Darth Maul 101398","Burak liściowy",70,"FALSE"
"Król Julian 173985","Portulaka",75,"TRUE"
"Sherlock Holmes 107611","Ogórek melona",75,"TRUE"
"Snoop Dogg 42822","Szpinak",76,"FALSE"
"Hercules 51693","Imbir",61,"TRUE"
"Drake 33496","Groch cukrowy",69,"TRUE"
"Xavier 52195","Ziemniak",83,"TRUE"
"Star-Lord 34326","Tymianek",53,"FALSE"
"Erik Killmonger 140551","Małe marchewki",72,"FALSE"
"Superman 162902","Pędy groszku",61,"FALSE"
"James Bond 176365","Pietruszka",44,"TRUE"
"Magneto 15462","Cukier trzcinowy",81,"FALSE"
"Lara Croft 124009","Brokuł",78,"TRUE"
"Domino 41840","Kale",69,"TRUE"
"Maria 166640","Ziemniak",84,"TRUE"
"Peter Pan 186843","Czosnek",81,"TRUE"
"Thor 35015","Mniszek lekarski",65,"TRUE"
"Winter Soldier 71820","Pędy bambusa",70,"TRUE"
"Tommy Pickles 18314","Kapusta napa",92,"FALSE"
"Koziołek Matołek 29586","Fasola mung",88,"FALSE"
"C-3PO 17650","Sałata rzymska",86,"FALSE"
"Tom and Jerry 117491","Kapusta",81,"TRUE"
"Diego 164656","Papryka żółta",64,"TRUE"
"Sabretooth 175783","Pędy groszku",50,"FALSE"
"Barack Obama 52495","Burak liściowy",67,"TRUE"
"Yoda 129261","Słodka kukurydza",60,"TRUE"
"Robert Lewandowski 74606","Orzech wodny",78,"FALSE"
"Bilbo Baggins 189230","Korzeń taro",75,"TRUE"
"Snoop Dogg 80473","Rzepak",75,"TRUE"
"Groot 191939","Fasola haricot vert",78,"TRUE"
"Tom and Jerry 113175","Fasolka szparagowa",79,"FALSE"
"Howard the Duck 132314","Endywia",73,"FALSE"
"Taskmaster 37684","Jarmuż",78,"FALSE"
"Cable 80504","Kolendra",80,"FALSE"
"Bugs Bunny 51145","Ogórek",53,"TRUE"
"Bugs Bunny 149817","Orzech wodny",88,"FALSE"
"Peter Pan 109924","Rukiew wodna",76,"TRUE"
"Bob Budowniczy 61825","Żółta cukinia",85,"FALSE"
"Juliusz Słowacki 138842","Papryka czerwona",76,"FALSE"
"Apocalypse 33222","Kale",93,"TRUE"
"Luke Cage 35746","Papryka zielona",80,"TRUE"
"Ursula 6061","Pasternak",80,"FALSE"
"Robin Hood 175418","Papryczka chili",43,"FALSE"
"Doctor Doom 144511","Fasola haricot vert",90,"TRUE"
"Frodo Baggins 35436","Karczoch",74,"FALSE"
"Yoda 196581","Zucchini",101,"TRUE"
"Skeeter Valentine 29882","Szparagi",63,"FALSE"
"Sabretooth 32673","Cukier trzcinowy",68,"FALSE"
"Shuri 40155","Melon",76,"FALSE"
"Cable 38524","Taro",84,"FALSE"
"Po 82172","Burak liściowy",67,"FALSE"
"Rogue 194803","Kiełki fasoli",85,"TRUE"
"Patrick Star 155307","Bakłażan",47,"TRUE"
"Angelica Pickles 132549","Jicama",70,"FALSE"
"Laa-Laa 141636","Tymianek",60,"FALSE"
"Elsa 19700","Banan",86,"FALSE"
"Drax 3650","Ziemniak",71,"FALSE"
"Koziołek Matołek 60373","Rukiew wodna",80,"FALSE"
"Iron Man 89595","Burak liściowy",93,"FALSE"
"Gamora 74611","Bataty",80,"FALSE"
"Luke Skywalker 103006","Kalafior",88,"FALSE"
"Luke Skywalker 54578","Małe marchewki",70,"FALSE"
"Eminem 142871","Brzoskwinia",93,"TRUE"
"Lady Deathstrike 65247","Groch czarnooki",79,"TRUE"
"Drax 104585","Dynia kabocha",49,"FALSE"
"BB-8 150353","Pomidor",74,"FALSE"
"Koziołek Matołek 182436","Sól morska",93,"FALSE"
"Franklin Richards 41179","Burak liściowy",73,"TRUE"
"Goofy 170144","Pędy groszku",56,"TRUE"
"Red Skull 130905","Kalarepa",81,"FALSE"
"Erik Killmonger 17097","Fasolka szparagowa",76,"FALSE"
"R2-D2 87507","Bakłażan",80,"FALSE"
"Silver Surfer 193631","Szparagi",67,"TRUE"
"Juliusz Słowacki 170351","Melon",70,"FALSE"
"Patrick Star 129067","Koper",61,"TRUE"
"Adam Mickiewicz 93553","Koper",75,"FALSE"
"DarekTakiTam 3685","Ogórek",71,"FALSE"
"Eminem 40487","Brukselka",81,"FALSE"
"Myszka Miki 59140","Szparagi",72,"FALSE"
"Zeus 163765","Fasola adzuki",67,"FALSE"
"Robin Hood 79962","Pasternak",75,"TRUE"
"Professor X 57549","Jarmuż",55,"FALSE"
"Mufasa 150819","Koper",76,"FALSE"
"Doctor Doom 6328","Jarmuż",82,"FALSE"
"Deadpool 188661","Kard",82,"TRUE"
"Darth Vader 153279","Jarmuż",66,"TRUE"
"Human Torch 90264","Tymianek",72,"TRUE"
"Kermit the Frog 143859","Kalafior",65,"FALSE"
"Poseidon 136376","Ogórek melona",57,"FALSE"
"Lady Deathstrike 128326","Melon",84,"FALSE"
"Eminem 164532","Lufa",60,"FALSE"
"Sylvester 16825","Kapusta",84,"FALSE"
"Asterix 79420","Pomidor",66,"TRUE"
"Red Skull 32861","Fasola mung",72,"TRUE"
"Tommy Pickles 163418","Fasola zwykła",88,"FALSE"
"Quicksilver 180432","Sól morska",43,"TRUE"
"Joe 32111","Szparagi",93,"FALSE"
"Juliusz Słowacki 31484","Pietruszka",97,"FALSE"
"Sandy Cheeks 115851","Melon",98,"TRUE"
"Blade 181764","Cykoria",83,"TRUE"
"War Machine 72254","Papryka",53,"FALSE"
"Bob Budowniczy 16602","Cukinia",66,"FALSE"
"Doctor Strange 47482","Fasola zwykła",54,"TRUE"
"Oliver Hardy 156015","Pietruszka",86,"TRUE"
"Jafar 92528","Fasola mung",104,"TRUE"
"Zeus 76556","Kapusta",74,"TRUE"
"Elvis Presley 121962","Kale",76,"TRUE"
"Gamora 152512","Rabarbar",87,"TRUE"
"Black Panther 36339","Fasola gołębia",80,"TRUE"
"Kubuś Puchatek 75155","Kard",100,"TRUE"
"Swiper 138797","Papryka zielona",86,"TRUE"
"Sauron 117287","Szczypiorek",101,"TRUE"
"Tweety 158242","Papryka zielona",98,"TRUE"
"Anna 507","Pędy bambusa",51,"FALSE"
"Swiper 157980","Sól morska",73,"FALSE"
"Juliusz Słowacki 42815","Papryka żółta",91,"FALSE"
"Wasp 64201","Melon",52,"TRUE"
"Star-Lord 122399","Brokuł",73,"TRUE"
"Tweety 127119","Karczoch",82,"TRUE"
"Thor 87721","Por",91,"TRUE"
"Gollum 71130","Sałata rzymska",60,"FALSE"
"Yoda 81735","Sałata rzymska",88,"TRUE"
"Silver Surfer 138743","Rukola",82,"TRUE"
"Galactus 194704","Melon",92,"FALSE"
"Captain America 120791","Fasola żuraw",72,"TRUE"
"Ursula 80935","Wodna cress",78,"FALSE"
"Król Julian 191412","Koper",65,"TRUE"
"Chuckie Finster 26564","Fasola żuraw",79,"FALSE"
"Chewbacca 174123","Papryczka chili",87,"FALSE"
"Dipsy 64541","Rzodkiew",98,"TRUE"
"Taskmaster 56579","Kolendra",94,"FALSE"
"Kermit the Frog 23455","Trawa cytrynowa",65,"TRUE"
"C-3PO 42895","Bakłażan",67,"TRUE"
"Nick Fury 45181","Radicchio",103,"FALSE"
"Robert Lewandowski 30039","Liście mniszka",60,"TRUE"
"Rogue 64119","Sorrel",68,"TRUE"
"Tupac Shakur 123285","Papryka zielona",96,"TRUE"
"Simba 123247","Sałata",93,"FALSE"
"Simba 175583","Karczoch",89,"TRUE"
"Angelica Pickles 104793","Szczypiorek",82,"TRUE"
"Mr. Krabs 174862","Kard",85,"TRUE"
"Pablo Escabar 37418","Cress",74,"FALSE"
"Jim Morrison 122924","Orzech wodny",85,"TRUE"
"Babcia Ela 22030","Orzech wodny",66,"TRUE"
"Human Torch 135689","Ziemniak",91,"FALSE"
"Batman 33942","Kolendra",84,"TRUE"
"Red Skull 162558","Mâche",75,"FALSE"
"Barack Obama 164665","Liście mniszka",85,"FALSE"
"Batman 61174","Zucchini",83,"FALSE"
"Baron Zemo 179924","Rzodkiew daikon",73,"TRUE"
"Blues Clues 164395","Kapusta napa",87,"FALSE"
"Daffy Duck 67478","Kapusta musztardowa",74,"TRUE"
"Human Torch 71630","Rzodkiew daikon",59,"FALSE"
"Rogue 130368","Papryka żółta",62,"TRUE"
"Marilyn Monroe 162032","Fasola Lima",62,"FALSE"
"Baron Zemo 172112","Arbuz",85,"FALSE"
"Maria 145990","Sałata rzymska",78,"FALSE"
"Hulk 87868","Papryka",91,"TRUE"
"Valeria Richards 43986","Korzeń lotosu",93,"FALSE"
"Rocket Raccoon 30408","Papryka",73,"FALSE"
"Dr Watson 107110","Sałata",93,"TRUE"
"Simba 121278","Rukiew wodna",63,"FALSE"
"Doctor Strange 8939","Marchew",81,"FALSE"
"Juggernaut 40640","Kalafior",64,"FALSE"
"Swiper 42136","Papryka zielona",87,"FALSE"
"Robin Hood 86053","Koper",58,"FALSE"
"She-Hulk 6925","Marchew",58,"FALSE"
"Adam Mickiewicz 177834","Szparagi",94,"TRUE"
"Cable 131073","Por",75,"FALSE"
"Kojot Wile E. 128739","Bataty",51,"TRUE"
"Sven 27339","Kapusta",78,"TRUE"
"The Vision 87079","Kapusta",67,"FALSE"
"Colossus 87146","Szparagi",42,"TRUE"
"Dr Watson 128159","Lufa",76,"FALSE"
"Luke Cage 102518","Sól morska",62,"TRUE"
"Juliusz Słowacki 85585","Kapusta napa",91,"TRUE"
"Baron Zemo 121989","Czosnek",92,"FALSE"
"Maria 174802","Jarmuż",93,"FALSE"
"Hawkeye 39199","Korzeń taro",110,"TRUE"
"Robert Lewandowski 8006","Seler",83,"FALSE"
"Jim Morrison 195690","Radicchio",87,"FALSE"
"Jim Morrison 157910","Tymianek",67,"TRUE"
"Goofy 64979","Fasola żuraw",45,"TRUE"
"Quicksilver 114168","Endywia belgijska",88,"FALSE"
"Superman 177270","Cebula",79,"TRUE"
"Kang the Conqueror 118693","Fasola gołębia",60,"FALSE"
"Adam Mickiewicz 124204","Fasola gołębia",80,"FALSE"
"R2-D2 169213","Żółta cukinia",89,"TRUE"
"Joker 195848","Koper",84,"TRUE"
"Apocalypse 143298","Mniszek lekarski",83,"TRUE"
"Joe 36081","Tymianek",66,"FALSE"
"Xavier 121171","Kalafior",53,"FALSE"
"Struś Pędziwiatr 176278","Groch cukrowy",94,"FALSE"
"Luke Skywalker 144374","Fenkuł",99,"FALSE"
"Marta Żmuda-Trzebiatowska 181420","Małe marchewki",73,"FALSE"
"Daredevil 167078","Kiełki fasoli",67,"FALSE"
"Dr Watson 104476","Papryka żółta",85,"FALSE"
"Eminem 182490","Pomidor",79,"TRUE"
"Iron Man 156617","Cukinia",72,"TRUE"
"Gollum 28515","Dynia kabocha",75,"TRUE"
"Sabretooth 32840","Chayote",81,"FALSE"
"Harry Potter 72220","Fasola Lima",82,"TRUE"
"Baron Zemo 153577","Kalafior",94,"FALSE"
"Leonardo da Vinci 135853","Banan",82,"TRUE"
"Luke Skywalker 36978","Pędy groszku",75,"TRUE"
"James Bond 160454","Szparagi",83,"FALSE"
"Tweety 25667","Fasola zwykła",79,"TRUE"
"Koziołek Matołek 161744","Burak liściowy",90,"TRUE"
"Elvis Presley 145958","Fenkuł",62,"TRUE"
"Sherlock Holmes 15771","Kard",82,"FALSE"
"Hulk 95712","Korzeń taro",81,"TRUE"
"Ariel 169377","Banan",67,"TRUE"
"Oliver Hardy 98982","Papryka zielona",92,"TRUE"
"Thor 170234","Cebula",54,"TRUE"
"Sylvester 100101","Kiełki fasoli",112,"FALSE"
"Jafar 156795","Taro",89,"FALSE"
"Magneto 196544","Kapusta",73,"TRUE"
"Walt Disney 112039","Żółta cukinia",72,"FALSE"
"Dipsy 190483","Ogórek",59,"TRUE"
"Po 34427","Papryczka chili",85,"TRUE"
"Bob Budowniczy 6736","Cebula dymka",37,"FALSE"
"Nick Fury 76570","Słodka kukurydza",61,"FALSE"
"Storm 91354","Karczoch",97,"FALSE"
"Marta Żmuda-Trzebiatowska 6049","Brokuł",83,"FALSE"
"Robin Hood 52692","Chińska kapusta",69,"FALSE"
"Juliusz Słowacki 116560","Brokuł",80,"FALSE"
"Luke Cage 96009","Papryka żółta",68,"TRUE"
"Dipsy 38645","Kalafior",64,"FALSE"
"Mr. Fantastic 84855","Por",67,"FALSE"
"Iron Man 100189","Portulaka",68,"FALSE"
"Dr Watson 64570","Arbuz",84,"TRUE"
"Nick Fury 114676","Bakłażan",71,"TRUE"
"Erik Killmonger 173552","Banan",61,"FALSE"
"Valeria Richards 30943","Brukselka",88,"FALSE"
"Doug Funnie 165746","Fenkuł",77,"FALSE"
"Hulk 53599","Kapusta napa",70,"FALSE"
"Myszka Miki 22091","Kapusta napa",85,"TRUE"
"Bilbo Baggins 184642","Trawa cytrynowa",69,"FALSE"
"Jar Jar Binks 48811","Portulaka",80,"TRUE"
"Adam Mickiewicz 99442","Papryka czerwona",81,"FALSE"
"Hulk 102395","Fasola haricot vert",62,"TRUE"
"Notorious B.I.G. 165047","Szczypiorek",88,"FALSE"
"Madonna 88030","Papryka żółta",77,"FALSE"
"Mystique 100286","Pasternak",89,"TRUE"
"Cezary Pazura 179641","Mâche",79,"TRUE"
"Franklin Richards 82000","Rukiew wodna",68,"FALSE"
"Bishop 39749","Trawa cytrynowa",77,"TRUE"
"Silver Surfer 83076","Chrzan",56,"TRUE"
"Nick Fury 151735","Tymianek",82,"FALSE"
"Red Skull 42035","Ziemniak",88,"FALSE"
"Alicja z Krainy Czarów 14755","Kalafior",95,"TRUE"
"Jessica Jones 127192","Chrzan",50,"TRUE"
"Marta Żmuda-Trzebiatowska 65964","Imbir",84,"FALSE"
"Doctor Doom 26836","Sorrel",78,"TRUE"
"Silver Surfer 76593","Korzeń lotosu",69,"FALSE"
"Rapunzel 150704","Banan",82,"TRUE"
"The Vision 165889","Taro",80,"TRUE"
"Harry Potter 196323","Koper włoski",78,"FALSE"
"Rocket Raccoon 10206","Fasola adzuki",55,"FALSE"
"Twjózek 24563","Fasola Lima",70,"FALSE"
"Notorious B.I.G. 164379","Jicama",89,"FALSE"
"Adam Mickiewicz 81687","Fasola żuraw",57,"TRUE"
"Marilyn Monroe 53601","Kapusta musztardowa",79,"TRUE"
"Tinky Winky 106358","Ziemniak",79,"FALSE"
"Helena 144203","Portulaka",64,"FALSE"
"The Punisher 12202","Burak liściowy",81,"TRUE"
"Shuri 11206","Taro",76,"FALSE"
"She-Hulk 91450","Papryka",98,"FALSE"
"Shrek 157319","Brukselka",89,"FALSE"
"Squidward Tentacles 166489","Seler",65,"FALSE"
"Joker 97325","Mniszek lekarski",82,"FALSE"
"Iron Fist 157873","Lufa",71,"TRUE"
"Maria 157684","Czosnek",52,"TRUE"
"Diego 19814","Dynia kabocha",72,"FALSE"
"Hades 165404","Kiełki fasoli",66,"FALSE"
"Twjózek 135870","Fasola żuraw",79,"FALSE"
"Luke Skywalker 168039","Rzepak",71,"TRUE"
"BB-8 13009","Korzeń taro",53,"TRUE"
"Bruce Lee 2536","Kale",82,"TRUE"
"Genie 83556","Papryczka chili",65,"FALSE"
"Marta Żmuda-Trzebiatowska 86940","Por",72,"FALSE"
"Red Skull 17579","Arbuz",76,"FALSE"
"Kang the Conqueror 176662","Małe marchewki",76,"FALSE"
"Professor X 35801","Kapusta napa",78,"FALSE"
"Sandy Cheeks 138808","Karczoch",90,"TRUE"
"Sherlock Holmes 172443","Zucchini",69,"FALSE"
"Marilyn Monroe 77624","Seler",87,"TRUE"
"Lady Deathstrike 137922","Cukier trzcinowy",60,"FALSE"
"Elsa 188700","Rzepak",82,"TRUE"
"Daffy Duck 76322","Papryka żółta",62,"FALSE"
"Asterix 14567","Endywia",72,"TRUE"
"Johnny Depp 42429","Banan",61,"TRUE"
"Olaf 156679","Papryka",67,"TRUE"
"Król Julian 8641","Kard",47,"FALSE"
"Galactus 106839","Imbir",85,"FALSE"
"Winter Soldier 37395","Seler",65,"FALSE"
"Bob Budowniczy 123030","Chińska kapusta",76,"FALSE"
"Kubuś Puchatek 126482","Kale",88,"TRUE"
"Tom and Jerry 94444","Trawa cytrynowa",99,"TRUE"
"Steve 122378","Cress",63,"TRUE"
"Rocket Raccoon 175643","Dynia kabocha",87,"TRUE"
"Cezary Pazura 127690","Papryka zielona",80,"FALSE"
"BB-8 99875","Groch cukrowy",65,"FALSE"
"James Bond 51381","Fenkuł",96,"TRUE"
"Patrick Star 68866","Kapusta",107,"TRUE"
"James Bond 103346","Fasola żuraw",75,"FALSE"
"Cezary Pazura 36082","Korzeń lotosu",44,"FALSE"
"Anna 17066","Endywia belgijska",74,"TRUE"
"Aragorn 191700","Papryka żółta",62,"TRUE"
"Sherlock Holmes 6159","Kolendra",81,"FALSE"
"Phoenix 67685","Radicchio",110,"FALSE"
"Jean Grey 152450","Rzodkiew",100,"TRUE"
"Asterix 95353","Rzodkiew",60,"FALSE"
"Myszka Miki 119984","Szpinak",100,"FALSE"
"Dipsy 42897","Cebula",67,"TRUE"
"Król Julian 172979","Imbir",65,"FALSE"
"Wasp 71802","Papryka",61,"FALSE"
"Nightcrawler 32290","Sól morska",80,"FALSE"
"Superman 124700","Rukiew wodna",59,"FALSE"
"Tupac Shakur 95223","Fasolka szparagowa",88,"TRUE"
"Bruce Lee 125616","Papryka żółta",82,"TRUE"
"Rocket Raccoon 7185","Fasola zwykła",63,"FALSE"
"Goofy 115469","Żółta cukinia",66,"TRUE"
"Indiana Jones 14767","Papryka",51,"TRUE"
"Daffy Duck 30185","Bakłażan",62,"TRUE"
"Kuba Wojewódzki 37475","Bakłażan",60,"TRUE"
"Gandalf 112807","Jicama",107,"FALSE"
"Howard the Duck 197232","Wodna cress",93,"FALSE"
"Helena 189862","Taro",81,"TRUE"
"Dr Watson 180314","Arbuz",61,"TRUE"
"Jim Morrison 193156","Kolendra",69,"TRUE"
"Drax 114278","Brzoskwinia",72,"FALSE"
"Hawkeye 98104","Szczypiorek",64,"FALSE"
"Hercules 50350","Ogórek melona",95,"TRUE"
"Doug Funnie 178899","Rukiew wodna",76,"TRUE"
"Jean Grey 94629","Papryczka chili",90,"TRUE"
"Simba 108226","Mniszek lekarski",79,"TRUE"
"Kang the Conqueror 181193","Rukola",96,"TRUE"
"Aragorn 143572","Taro",68,"FALSE"
"Psylocke 192320","Dynia kabocha",85,"FALSE"
"Deadpool 84839","Karczoch",73,"FALSE"
"Boots 195553","Papryka czerwona",83,"FALSE"
"R2-D2 143967","Rukola",96,"TRUE"
"Nick Fury 112982","Dynia kabocha",72,"FALSE"
"Kang the Conqueror 93896","Fasola zwykła",63,"TRUE"
"Mickey Mouse 139161","Cukier trzcinowy",90,"FALSE"
"Marilyn Monroe 195784","Sałata rzymska",89,"TRUE"
"Skeeter Valentine 64197","Trawa cytrynowa",70,"TRUE"
"Steve 74755","Kale",48,"TRUE"
"Kristoff 140919","Mâche",71,"TRUE"
"Kojot Wile E. 122873","Szparagi",97,"FALSE"
"Rocket Raccoon 69921","Arbuz",76,"TRUE"
"Dora the Explorer 195196","Sól morska",63,"FALSE"
"Franklin Richards 132788","Szpinak",104,"TRUE"
"Batman 176490","Pędy groszku",70,"TRUE"
"Red Skull 61371","Papryka zielona",57,"FALSE"
"Domino 179895","Arbuz",79,"FALSE"
"Jar Jar Binks 95603","Wodna cress",71,"TRUE"
"Howard the Duck 9886","Por",72,"TRUE"
"Obelix 22322","Burak",70,"FALSE"
"Blade 46294","Liście mniszka",76,"TRUE"
"Victor Von Doom 178066","Fasola mung",90,"TRUE"
"Moana 175247","Ziemniak",79,"FALSE"
"BB-8 28958","Fasola Lima",117,"FALSE"
"Apocalypse 176398","Liście mniszka",63,"FALSE"
"Moana 193196","Rzepak",75,"TRUE"
"Kuba Wojewódzki 5313","Lufa",53,"TRUE"
"Drake 80765","Groch cukrowy",60,"FALSE"
"Bugs Bunny 100472","Fasola haricot vert",86,"FALSE"
"Sylvester 110116","Pomidor",69,"FALSE"
"Thanos 64447","Cebula dymka",94,"TRUE"
"Victor Von Doom 49306","Burak liściowy",101,"FALSE"
"James Bond 169204","Ogórek melona",71,"TRUE"
"Invisible Woman 155020","Mniszek lekarski",68,"TRUE"
"Johnny Depp 63848","Marchew",56,"FALSE"
"Red Skull 141901","Brzoskwinia",80,"TRUE"
"Skeeter Valentine 67459","Sorrel",73,"FALSE"
"Pablo Escabar 32756","Por",63,"TRUE"
"Xavier 82585","Pędy groszku",82,"TRUE"
"Dora the Explorer 77115","Cukinia",73,"TRUE"
"Doctor Strange 56947","Ziemniak",85,"TRUE"
"Tweety 125206","Kapusta musztardowa",98,"TRUE"
"Okoye 91010","Bakłażan",69,"FALSE"
"Maria 134589","Kale",72,"FALSE"
"Anna 136472","Cukier trzcinowy",78,"TRUE"
"Bishop 73449","Jicama",77,"TRUE"
"Asterix 68582","Fasola zwykła",53,"TRUE"
"Robert Lewandowski 186444","Burak",79,"FALSE"
"Blues Clues 53178","Korzeń taro",83,"FALSE"
"Robert Lewandowski 47398","Pędy groszku",81,"FALSE"
"Maria 146700","Karczoch",72,"TRUE"
"Bilbo Baggins 73975","Zucchini",65,"TRUE"
"Bruce Lee 117471","Liście mniszka",81,"TRUE"
"Notorious B.I.G. 83870","Jabłko",67,"FALSE"
"Dipsy 142535","Rukola",81,"TRUE"
"Johnny Depp 124428","Korzeń taro",80,"TRUE"
"Poseidon 99526","Kapusta napa",55,"FALSE"
"Mickey Mouse 4839","Fasola adzuki",66,"FALSE"
"Rapunzel 29278","Papryka zielona",86,"FALSE"
"Eminem 57065","Bataty",86,"FALSE"
"R2-D2 145914","Taro",69,"TRUE"
"Hulk 87971","Brukselka",90,"FALSE"
"Superman 131436","Kapusta musztardowa",89,"TRUE"
"Stan Laurel 173600","Fenkuł",62,"FALSE"
"Quicksilver 5570","Burak liściowy",64,"TRUE"
"Tweety 111718","Żółta cukinia",71,"TRUE"
"Królewna Śnieżka 47553","Korzeń taro",77,"TRUE"
"Professor X 102311","Fasola żuraw",86,"TRUE"
"Poseidon 188477","Chrzan",67,"TRUE"
"The Vision 188746","Por",94,"FALSE"
"Iron Fist 49091","Papryka czerwona",85,"FALSE"
"Batman 195301","Bataty",82,"FALSE"
"Jasmine 193353","Szpinak",68,"TRUE"
"Erik Killmonger 25800","Wodna cress",76,"TRUE"
"Harry Potter 180376","Banan",65,"TRUE"
"Luke Cage 96843","Sałata rzymska",98,"TRUE"
"Magenta 44762","Cykoria",50,"FALSE"
"Vision 169480","Seler",66,"TRUE"
"Ursula 194949","Papryka żółta",90,"FALSE"
"Asterix 83760","Brokuł",56,"TRUE"
"Mystique 167675","Korzeń taro",80,"FALSE"
"Quicksilver 86801","Fasolka szparagowa",71,"FALSE"
"Bilbo Baggins 195035","Burak",75,"FALSE"
"Sauron 105087","Melon",60,"TRUE"
"Helena 40684","Dynia kabocha",100,"FALSE"
"Winter Soldier 124080","Jarmuż",79,"TRUE"
"BB-8 108989","Jabłko",77,"TRUE"
"Kang the Conqueror 199491","Grzyb",80,"TRUE"
"Swiper 28977","Tymianek",67,"TRUE"
"Ant-Man 18946","Kolendra",76,"FALSE"
"Olaf 120359","Brokuł",111,"FALSE"
"Madonna 78257","Orzech wodny",41,"TRUE"
"Ariel 158850","Bakłażan",64,"TRUE"
"Laa-Laa 62800","Ogórek",65,"TRUE"
"Charlie Chaplin 117882","Karczoch",95,"TRUE"
"Simba 112245","Cress",91,"TRUE"
"Barack Obama 193299","Burak",92,"TRUE"
"Hades 159131","Cebula dymka",71,"FALSE"
"Cable 70884","Brukselka",95,"TRUE"
"Victor Von Doom 167785","Endywia belgijska",68,"TRUE"
"Peter Pan 4219","Pędy bambusa",61,"TRUE"
"Taskmaster 2733","Chrzan",90,"TRUE"
"Squidward Tentacles 41263","Papryka żółta",88,"FALSE"
"Tommy Pickles 37553","Pędy bambusa",71,"FALSE"
"Captain America 180475","Fasola zwykła",71,"TRUE"
"Ghost Rider 129348","Trawa cytrynowa",63,"TRUE"
"Sandy Cheeks 52630","Pędy groszku",104,"FALSE"
"Colossus 165541","Arbuz",88,"TRUE"
